"date","institut","land","party","poll_share"
2008-09-10,"Psephos","rp","spd",38
2008-09-10,"Psephos","rp","gru",5
2008-09-10,"Psephos","rp","fdp",11
2008-09-10,"Psephos","rp","lin",7
2008-09-04,"Infratestdimap","rp","cdu",38
2008-09-04,"Infratestdimap","rp","spd",36
2008-09-04,"Infratestdimap","rp","gru",6
2008-09-04,"Infratestdimap","rp","fdp",10
2008-09-04,"Infratestdimap","rp","lin",6
2008-06-19,"Psephos","rp","cdu",36
2008-06-19,"Psephos","rp","spd",37
2008-06-19,"Psephos","rp","gru",6
2008-06-19,"Psephos","rp","fdp",11
2008-06-19,"Psephos","rp","lin",7
2008-04-10,"Infratestdimap","rp","cdu",37
2008-04-10,"Infratestdimap","rp","spd",37
2008-04-10,"Infratestdimap","rp","gru",7
2008-04-10,"Infratestdimap","rp","fdp",9
2008-04-10,"Infratestdimap","rp","lin",6
2008-03-13,"Infratestdimap","rp","cdu",37
2008-03-13,"Infratestdimap","rp","spd",39
2008-03-13,"Infratestdimap","rp","gru",7
2008-03-13,"Infratestdimap","rp","fdp",8
2008-03-13,"Infratestdimap","rp","lin",7
2008-03-13,"Psephos","rp","cdu",34
2008-03-13,"Psephos","rp","spd",40
2008-03-13,"Psephos","rp","gru",6
2008-03-13,"Psephos","rp","fdp",10
2008-03-13,"Psephos","rp","lin",5
2007-12-18,"Psephos","rp","cdu",33
2007-12-18,"Psephos","rp","spd",42
2007-12-18,"Psephos","rp","gru",4.5
2007-12-18,"Psephos","rp","fdp",10
2007-12-18,"Psephos","rp","lin",5.5
2007-12-13,"Infratestdimap","rp","cdu",37
2007-12-13,"Infratestdimap","rp","spd",42
2007-12-13,"Infratestdimap","rp","gru",6
2007-12-13,"Infratestdimap","rp","fdp",8
2007-12-13,"Infratestdimap","rp","lin",4
2007-09-20,"Psephos","rp","cdu",33
2007-09-20,"Psephos","rp","spd",43
2007-09-20,"Psephos","rp","gru",5
2007-09-20,"Psephos","rp","fdp",9
2007-08-30,"Forsa","rp","cdu",34
2007-08-30,"Forsa","rp","spd",40
2007-08-30,"Forsa","rp","gru",5
2007-08-30,"Forsa","rp","fdp",8
2007-08-30,"Forsa","rp","lin",6
2007-07-26,"Infratestdimap","rp","cdu",36
2007-07-26,"Infratestdimap","rp","spd",43
2007-07-26,"Infratestdimap","rp","gru",6
2007-07-26,"Infratestdimap","rp","fdp",6
2007-07-26,"Infratestdimap","rp","lin",5
2007-05-18,"Psephos","rp","cdu",32
2007-05-18,"Psephos","rp","spd",44
2007-05-18,"Psephos","rp","gru",6
2007-05-18,"Psephos","rp","fdp",10
2007-04-26,"Forsa","rp","cdu",31
2007-04-26,"Forsa","rp","spd",43
2007-04-26,"Forsa","rp","gru",6
2007-04-26,"Forsa","rp","fdp",9
2007-04-26,"Forsa","rp","lin",4
2007-04-26,"Infratestdimap","rp","cdu",33
2007-04-26,"Infratestdimap","rp","spd",43
2007-04-26,"Infratestdimap","rp","gru",7
2007-04-26,"Infratestdimap","rp","fdp",8
2007-03-22,"Forsa","rp","cdu",29
2007-03-22,"Forsa","rp","spd",45
2007-03-22,"Forsa","rp","gru",6
2007-03-22,"Forsa","rp","fdp",9
2007-03-22,"Forsa","rp","lin",4
2007-03-13,"Psephos","rp","cdu",31
2007-03-13,"Psephos","rp","spd",46
2007-03-13,"Psephos","rp","gru",6
2007-03-13,"Psephos","rp","fdp",8
2006-12-20,"Psephos","rp","cdu",31
2006-12-20,"Psephos","rp","spd",45
2006-12-20,"Psephos","rp","gru",5
2006-12-20,"Psephos","rp","fdp",10
2006-12-14,"Infratestdimap","rp","cdu",31
2006-12-14,"Infratestdimap","rp","spd",43
2006-12-14,"Infratestdimap","rp","gru",7
2006-12-14,"Infratestdimap","rp","fdp",11
2006-12-14,"Infratestdimap","rp","npd",2
2006-09-20,"Psephos","rp","cdu",31
2006-09-20,"Psephos","rp","spd",46
2006-09-20,"Psephos","rp","gru",5
2006-09-20,"Psephos","rp","fdp",9
2006-08-17,"Forsa","rp","cdu",26
2006-08-17,"Forsa","rp","spd",46
2006-08-17,"Forsa","rp","gru",6
2006-08-17,"Forsa","rp","fdp",10
2006-08-17,"Forsa","rp","lin",5
2006-07-13,"Infratestdimap","rp","cdu",31
2006-07-13,"Infratestdimap","rp","spd",46
2006-07-13,"Infratestdimap","rp","gru",6
2006-07-13,"Infratestdimap","rp","fdp",9
2006-05-18,"Infratestdimap","rp","cdu",31
2006-05-18,"Infratestdimap","rp","spd",43
2006-05-18,"Infratestdimap","rp","gru",5
2006-05-18,"Infratestdimap","rp","fdp",11
2006-03-21,"Emnid","rp","cdu",35
2006-03-21,"Emnid","rp","spd",43
2006-03-21,"Emnid","rp","gru",7
2006-03-21,"Emnid","rp","fdp",9
2006-03-17,"Forschungs-gruppe Wahlen","rp","cdu",36
2006-03-17,"Forschungs-gruppe Wahlen","rp","spd",43
2006-03-17,"Forschungs-gruppe Wahlen","rp","gru",6
2006-03-17,"Forschungs-gruppe Wahlen","rp","fdp",8
2006-03-16,"Infratestdimap","rp","cdu",35
2006-03-16,"Infratestdimap","rp","spd",43
2006-03-16,"Infratestdimap","rp","gru",6
2006-03-16,"Infratestdimap","rp","fdp",9
2006-03-15,"Forsa","rp","cdu",34
2006-03-15,"Forsa","rp","spd",39
2006-03-15,"Forsa","rp","gru",8
2006-03-15,"Forsa","rp","fdp",10
2006-03-02,"Infratestdimap","rp","cdu",35
2006-03-02,"Infratestdimap","rp","spd",42
2006-03-02,"Infratestdimap","rp","gru",6
2006-03-02,"Infratestdimap","rp","fdp",8
2006-02-28,"Psephos","rp","cdu",38
2006-02-28,"Psephos","rp","spd",42
2006-02-28,"Psephos","rp","gru",5
2006-02-28,"Psephos","rp","fdp",8
2006-02-02,"Infratestdimap","rp","cdu",36
2006-02-02,"Infratestdimap","rp","spd",42
2006-02-02,"Infratestdimap","rp","gru",6
2006-02-02,"Infratestdimap","rp","fdp",8
2006-01-25,"Forsa","rp","cdu",37
2006-01-25,"Forsa","rp","spd",37
2006-01-25,"Forsa","rp","gru",7
2006-01-25,"Forsa","rp","fdp",11
2005-12-15,"Infratestdimap","rp","cdu",37
2005-12-15,"Infratestdimap","rp","spd",39
2005-12-15,"Infratestdimap","rp","gru",6
2005-12-15,"Infratestdimap","rp","fdp",10
2005-11-28,"Psephos","rp","cdu",37
2005-11-28,"Psephos","rp","spd",41
2005-11-28,"Psephos","rp","gru",5
2005-11-28,"Psephos","rp","fdp",10
2005-09-08,"Infratestdimap","rp","cdu",43
2005-09-08,"Infratestdimap","rp","spd",35
2005-09-08,"Infratestdimap","rp","gru",6
2005-09-08,"Infratestdimap","rp","fdp",8
2005-09-08,"Infratestdimap","rp","lin",4
2005-08-19,"Psephos","rp","cdu",39
2005-08-19,"Psephos","rp","spd",41
2005-08-19,"Psephos","rp","gru",5
2005-08-19,"Psephos","rp","fdp",8
2005-03-17,"Infratestdimap","rp","cdu",40
2005-03-17,"Infratestdimap","rp","spd",38
2005-03-17,"Infratestdimap","rp","gru",8
2005-03-17,"Infratestdimap","rp","fdp",8
2005-05-28,"Psephos","rp","cdu",40
2005-05-28,"Psephos","rp","spd",39
2005-05-28,"Psephos","rp","gru",5
2005-05-28,"Psephos","rp","fdp",9
2005-05-28,"Psephos","rp","lin",1
2005-02-25,"Psephos","rp","cdu",38
2005-02-25,"Psephos","rp","spd",41
2005-02-25,"Psephos","rp","gru",6
2005-02-25,"Psephos","rp","fdp",8
2005-02-25,"Psephos","rp","npd",1
2004-12-16,"Infratestdimap","rp","cdu",39
2004-12-16,"Infratestdimap","rp","spd",38
2004-12-16,"Infratestdimap","rp","gru",8
2004-12-16,"Infratestdimap","rp","fdp",8
2004-11-11,"Psephos","rp","cdu",39
2004-11-11,"Psephos","rp","spd",39
2004-11-11,"Psephos","rp","gru",6
2004-11-11,"Psephos","rp","fdp",9
2004-10-07,"Infratestdimap","rp","cdu",37
2004-10-07,"Infratestdimap","rp","spd",36
2004-10-07,"Infratestdimap","rp","gru",9
2004-10-07,"Infratestdimap","rp","fdp",10
2004-08-31,"Psephos","rp","cdu",40
2004-08-31,"Psephos","rp","spd",37
2004-08-31,"Psephos","rp","gru",7
2004-08-31,"Psephos","rp","fdp",8
2004-08-31,"Psephos","rp","lin",1
2004-06-03,"Infratestdimap","rp","cdu",45
2004-06-03,"Infratestdimap","rp","spd",34
2004-06-03,"Infratestdimap","rp","gru",8
2004-06-03,"Infratestdimap","rp","fdp",8
2004-05-19,"Psephos","rp","cdu",43
2004-05-19,"Psephos","rp","spd",37
2004-05-19,"Psephos","rp","gru",6
2004-05-19,"Psephos","rp","fdp",8
2004-03-18,"Infratestdimap","rp","cdu",48
2004-03-18,"Infratestdimap","rp","spd",32
2004-03-18,"Infratestdimap","rp","gru",7
2004-03-18,"Infratestdimap","rp","fdp",8
2004-02-18,"Psephos","rp","cdu",42
2004-02-18,"Psephos","rp","spd",39
2004-02-18,"Psephos","rp","gru",6
2004-02-18,"Psephos","rp","fdp",8
2003-12-11,"Infratestdimap","rp","cdu",45
2003-12-11,"Infratestdimap","rp","spd",35
2003-12-11,"Infratestdimap","rp","gru",7
2003-12-11,"Infratestdimap","rp","fdp",8
2003-11-13,"Psephos","rp","cdu",45
2003-11-13,"Psephos","rp","spd",35
2003-11-13,"Psephos","rp","gru",7
2003-11-13,"Psephos","rp","fdp",8
2003-10-02,"Infratestdimap","rp","cdu",46
2003-10-02,"Infratestdimap","rp","spd",35
2003-10-02,"Infratestdimap","rp","gru",7
2003-10-02,"Infratestdimap","rp","fdp",7
2003-08-16,"Psephos","rp","cdu",43
2003-08-16,"Psephos","rp","spd",39
2003-08-16,"Psephos","rp","gru",6
2003-08-16,"Psephos","rp","fdp",8
2003-06-26,"Infratestdimap","rp","cdu",47
2003-06-26,"Infratestdimap","rp","spd",36
2003-06-26,"Infratestdimap","rp","gru",6
2003-06-26,"Infratestdimap","rp","fdp",7
2003-05-22,"Psephos","rp","cdu",45
2003-05-22,"Psephos","rp","spd",37
2003-05-22,"Psephos","rp","gru",8
2003-05-22,"Psephos","rp","fdp",7
2003-03-20,"Infratestdimap","rp","cdu",47
2003-03-20,"Infratestdimap","rp","spd",33
2003-03-20,"Infratestdimap","rp","gru",8
2003-03-20,"Infratestdimap","rp","fdp",7
2003-02-20,"Psephos","rp","cdu",46
2003-02-20,"Psephos","rp","spd",36
2003-02-20,"Psephos","rp","gru",8
2003-02-20,"Psephos","rp","fdp",7
2002-12-19,"Infratestdimap","rp","cdu",45
2002-12-19,"Infratestdimap","rp","spd",35
2002-12-19,"Infratestdimap","rp","gru",7
2002-12-19,"Infratestdimap","rp","fdp",7
2002-11-20,"Psephos","rp","cdu",42
2002-11-20,"Psephos","rp","spd",40
2002-11-20,"Psephos","rp","gru",7
2002-11-20,"Psephos","rp","fdp",7
2002-09-12,"Infratestdimap","rp","cdu",35
2002-09-12,"Infratestdimap","rp","spd",45
2002-09-12,"Infratestdimap","rp","gru",3
2002-09-12,"Infratestdimap","rp","fdp",13
2002-08-12,"Psephos","rp","cdu",39
2002-08-12,"Psephos","rp","spd",42
2002-08-12,"Psephos","rp","gru",4
2002-08-12,"Psephos","rp","fdp",10
2002-06-06,"Infratestdimap","rp","cdu",38
2002-06-06,"Infratestdimap","rp","spd",41
2002-06-06,"Infratestdimap","rp","gru",5
2002-06-06,"Infratestdimap","rp","fdp",12
2002-05-15,"Psephos","rp","cdu",38
2002-05-15,"Psephos","rp","spd",40
2002-05-15,"Psephos","rp","gru",6
2002-05-15,"Psephos","rp","fdp",10
2002-03-14,"Infratestdimap","rp","cdu",39
2002-03-14,"Infratestdimap","rp","spd",42
2002-03-14,"Infratestdimap","rp","gru",4
2002-03-14,"Infratestdimap","rp","fdp",10
2002-02-15,"Psephos","rp","cdu",40
2002-02-15,"Psephos","rp","spd",41
2002-02-15,"Psephos","rp","gru",5
2002-02-15,"Psephos","rp","fdp",9
2001-12-20,"Infratestdimap","rp","cdu",39
2001-12-20,"Infratestdimap","rp","spd",43
2001-12-20,"Infratestdimap","rp","gru",3
2001-12-20,"Infratestdimap","rp","fdp",10
2001-11-15,"Psephos","rp","cdu",36
2001-11-15,"Psephos","rp","spd",45
2001-11-15,"Psephos","rp","gru",5
2001-11-15,"Psephos","rp","fdp",9
2001-09-20,"Infratestdimap","rp","cdu",38
2001-09-20,"Infratestdimap","rp","spd",46
2001-09-20,"Infratestdimap","rp","gru",5
2001-09-20,"Infratestdimap","rp","fdp",8
2001-09-05,"Psephos","rp","cdu",37
2001-09-05,"Psephos","rp","spd",45
2001-09-05,"Psephos","rp","fdp",8
2001-05-31,"Infratestdimap","rp","cdu",36
2001-05-31,"Infratestdimap","rp","spd",46
2001-05-31,"Infratestdimap","rp","gru",5
2001-05-31,"Infratestdimap","rp","fdp",7
2001-05-16,"Psephos","rp","cdu",35
2001-05-16,"Psephos","rp","spd",46
2001-05-16,"Psephos","rp","gru",5
2001-05-16,"Psephos","rp","fdp",9
2001-03-15,"Infratestdimap","rp","cdu",35
2001-03-15,"Infratestdimap","rp","spd",43
2001-03-15,"Infratestdimap","rp","gru",6
2001-03-15,"Infratestdimap","rp","fdp",9
2001-03-15,"Infratestdimap","rp","npd",4
2001-03-09,"Forschungs-gruppe Wahlen","rp","cdu",36
2001-03-09,"Forschungs-gruppe Wahlen","rp","spd",44
2001-03-09,"Forschungs-gruppe Wahlen","rp","gru",6
2001-03-09,"Forschungs-gruppe Wahlen","rp","fdp",8
2001-03-01,"Infratestdimap","rp","cdu",39
2001-03-01,"Infratestdimap","rp","spd",44
2001-03-01,"Infratestdimap","rp","gru",5
2001-03-01,"Infratestdimap","rp","fdp",7
2001-02-20,"Psephos","rp","cdu",37
2001-02-20,"Psephos","rp","spd",41
2001-02-20,"Psephos","rp","gru",7
2001-02-20,"Psephos","rp","fdp",9
2001-02-01,"Forsa","rp","cdu",37
2001-02-01,"Forsa","rp","spd",40
2001-02-01,"Forsa","rp","gru",8
2001-02-01,"Forsa","rp","fdp",11
2001-01-04,"polis","rp","cdu",39
2001-01-04,"polis","rp","spd",42
2001-01-04,"polis","rp","gru",5
2001-01-04,"polis","rp","fdp",7
2000-11-30,"Infratestdimap","rp","cdu",40
2000-11-30,"Infratestdimap","rp","spd",43
2000-11-30,"Infratestdimap","rp","gru",5
2000-11-30,"Infratestdimap","rp","fdp",7
2000-10-27,"Psephos","rp","cdu",38
2000-10-27,"Psephos","rp","spd",41
2000-10-27,"Psephos","rp","gru",6
2000-10-27,"Psephos","rp","fdp",9
2000-09-28,"Infratestdimap","rp","cdu",43
2000-09-28,"Infratestdimap","rp","spd",40
2000-09-28,"Infratestdimap","rp","gru",5
2000-09-28,"Infratestdimap","rp","fdp",7
2000-08-15,"Psephos","rp","cdu",36
2000-08-15,"Psephos","rp","spd",42
2000-08-15,"Psephos","rp","gru",6
2000-08-15,"Psephos","rp","fdp",10
2000-06-29,"Infratestdimap","rp","cdu",40
2000-06-29,"Infratestdimap","rp","spd",41
2000-06-29,"Infratestdimap","rp","gru",6
2000-06-29,"Infratestdimap","rp","fdp",10
2000-05-26,"Psephos","rp","cdu",39
2000-05-26,"Psephos","rp","spd",40
2000-05-26,"Psephos","rp","gru",6
2000-05-26,"Psephos","rp","fdp",10
2000-03-23,"Infratestdimap","rp","cdu",36
2000-03-23,"Infratestdimap","rp","spd",43
2000-03-23,"Infratestdimap","rp","gru",6
2000-03-23,"Infratestdimap","rp","fdp",10
1999-12-02,"Infratestdimap","rp","cdu",43
1999-12-02,"Infratestdimap","rp","spd",36
1999-12-02,"Infratestdimap","rp","gru",6
1999-12-02,"Infratestdimap","rp","fdp",8
1999-07-08,"Infratestdimap","rp","cdu",44
1999-07-08,"Infratestdimap","rp","spd",37
1999-07-08,"Infratestdimap","rp","gru",7
1999-07-08,"Infratestdimap","rp","fdp",7
1998-12-10,"Infratestdimap","rp","cdu",36
1998-12-10,"Infratestdimap","rp","spd",43
1998-12-10,"Infratestdimap","rp","gru",7
1998-12-10,"Infratestdimap","rp","fdp",8
1998-06-25,"Infratestdimap","rp","cdu",34
1998-06-25,"Infratestdimap","rp","spd",44
1998-06-25,"Infratestdimap","rp","gru",6
1998-06-25,"Infratestdimap","rp","fdp",9
1998-03-19,"Infratestdimap","rp","cdu",33
1998-03-19,"Infratestdimap","rp","spd",46
1998-03-19,"Infratestdimap","rp","gru",6
1998-03-19,"Infratestdimap","rp","fdp",8
1997-12-11,"Infratestdimap","rp","cdu",36
1997-12-11,"Infratestdimap","rp","spd",41
1997-12-11,"Infratestdimap","rp","gru",8
1997-12-11,"Infratestdimap","rp","fdp",8
2023-03-23,"Infratestdimap","sl","cdu",28
2023-03-23,"Infratestdimap","sl","spd",38
2023-03-23,"Infratestdimap","sl","gru",8
2023-03-23,"Infratestdimap","sl","fdp",5
2023-03-23,"Infratestdimap","sl","lin",3
2023-03-23,"Infratestdimap","sl","afd",10
2022-03-24,"Forschungs-gruppe Wahlen","sl","cdu",28
2022-03-24,"Forschungs-gruppe Wahlen","sl","spd",41
2022-03-24,"Forschungs-gruppe Wahlen","sl","gru",5.5
2022-03-24,"Forschungs-gruppe Wahlen","sl","fdp",5
2022-03-24,"Forschungs-gruppe Wahlen","sl","lin",4
2022-03-24,"Forschungs-gruppe Wahlen","sl","afd",6.5
2022-03-19,"INSA","sl","cdu",31
2022-03-19,"INSA","sl","spd",39
2022-03-19,"INSA","sl","gru",5
2022-03-19,"INSA","sl","fdp",5
2022-03-19,"INSA","sl","lin",4
2022-03-19,"INSA","sl","afd",6
2022-03-18,"Forschungs-gruppe Wahlen","sl","cdu",30
2022-03-18,"Forschungs-gruppe Wahlen","sl","spd",39
2022-03-18,"Forschungs-gruppe Wahlen","sl","gru",6
2022-03-18,"Forschungs-gruppe Wahlen","sl","fdp",5
2022-03-18,"Forschungs-gruppe Wahlen","sl","lin",4
2022-03-18,"Forschungs-gruppe Wahlen","sl","afd",6
2022-03-17,"Infratestdimap","sl","cdu",31
2022-03-17,"Infratestdimap","sl","spd",37
2022-03-17,"Infratestdimap","sl","gru",5
2022-03-17,"Infratestdimap","sl","fdp",5
2022-03-17,"Infratestdimap","sl","lin",4
2022-03-17,"Infratestdimap","sl","afd",6
2022-02-16,"Infratestdimap","sl","cdu",29
2022-02-16,"Infratestdimap","sl","spd",38
2022-02-16,"Infratestdimap","sl","gru",6
2022-02-16,"Infratestdimap","sl","fdp",6
2022-02-16,"Infratestdimap","sl","lin",5
2022-02-16,"Infratestdimap","sl","afd",8
2022-01-28,"INSA","sl","cdu",30
2022-01-28,"INSA","sl","spd",35
2022-01-28,"INSA","sl","gru",8
2022-01-28,"INSA","sl","fdp",6
2022-01-28,"INSA","sl","lin",7
2022-01-28,"INSA","sl","afd",7
2021-11-24,"Infratestdimap","sl","cdu",28
2021-11-24,"Infratestdimap","sl","spd",33
2021-11-24,"Infratestdimap","sl","gru",8
2021-11-24,"Infratestdimap","sl","fdp",8
2021-11-24,"Infratestdimap","sl","lin",6
2021-11-24,"Infratestdimap","sl","afd",9
2021-07-21,"INSA","sl","cdu",36
2021-07-21,"INSA","sl","spd",27
2021-07-21,"INSA","sl","gru",9
2021-07-21,"INSA","sl","fdp",7
2021-07-21,"INSA","sl","lin",7
2021-07-21,"INSA","sl","afd",6
2021-05-11,"INSA","sl","cdu",31
2021-05-11,"INSA","sl","spd",21
2021-05-11,"INSA","sl","gru",15
2021-05-11,"INSA","sl","fdp",7
2021-05-11,"INSA","sl","lin",14
2021-05-11,"INSA","sl","afd",6
2020-11-11,"Infratestdimap","sl","cdu",40
2020-11-11,"Infratestdimap","sl","spd",22
2020-11-11,"Infratestdimap","sl","gru",12
2020-11-11,"Infratestdimap","sl","fdp",3
2020-11-11,"Infratestdimap","sl","lin",11
2020-11-11,"Infratestdimap","sl","afd",8
2019-12-10,"INSA","sl","cdu",36
2019-12-10,"INSA","sl","spd",24
2019-12-10,"INSA","sl","gru",15
2019-12-10,"INSA","sl","fdp",4
2019-12-10,"INSA","sl","lin",11
2019-12-10,"INSA","sl","afd",7
2019-05-08,"Infratestdimap","sl","cdu",37
2019-05-08,"Infratestdimap","sl","spd",25
2019-05-08,"Infratestdimap","sl","gru",11
2019-05-08,"Infratestdimap","sl","fdp",4
2019-05-08,"Infratestdimap","sl","lin",12
2019-05-08,"Infratestdimap","sl","afd",8
2018-06-21,"Infratestdimap","sl","cdu",35
2018-06-21,"Infratestdimap","sl","spd",26
2018-06-21,"Infratestdimap","sl","gru",6
2018-06-21,"Infratestdimap","sl","fdp",4
2018-06-21,"Infratestdimap","sl","lin",12
2018-06-21,"Infratestdimap","sl","afd",15
2017-03-23,"Forschungs-gruppe Wahlen","sl","cdu",37
2017-03-23,"Forschungs-gruppe Wahlen","sl","spd",32
2017-03-23,"Forschungs-gruppe Wahlen","sl","gru",4.5
2017-03-23,"Forschungs-gruppe Wahlen","sl","fdp",4
2017-03-23,"Forschungs-gruppe Wahlen","sl","lin",12.5
2017-03-23,"Forschungs-gruppe Wahlen","sl","afd",6
2017-03-22,"INSA","sl","cdu",35
2017-03-22,"INSA","sl","spd",33
2017-03-22,"INSA","sl","gru",4
2017-03-22,"INSA","sl","fdp",5
2017-03-22,"INSA","sl","lin",13
2017-03-22,"INSA","sl","afd",6
2017-03-17,"Forschungs-gruppe Wahlen","sl","cdu",37
2017-03-17,"Forschungs-gruppe Wahlen","sl","spd",32
2017-03-17,"Forschungs-gruppe Wahlen","sl","gru",4
2017-03-17,"Forschungs-gruppe Wahlen","sl","fdp",4
2017-03-17,"Forschungs-gruppe Wahlen","sl","lin",12
2017-03-17,"Forschungs-gruppe Wahlen","sl","afd",7
2017-03-16,"Infratestdimap","sl","cdu",35
2017-03-16,"Infratestdimap","sl","spd",34
2017-03-16,"Infratestdimap","sl","gru",4.5
2017-03-16,"Infratestdimap","sl","fdp",3
2017-03-16,"Infratestdimap","sl","lin",13
2017-03-16,"Infratestdimap","sl","afd",6.5
2017-03-09,"Forsa","sl","cdu",34
2017-03-09,"Forsa","sl","spd",33
2017-03-09,"Forsa","sl","gru",5
2017-03-09,"Forsa","sl","fdp",4
2017-03-09,"Forsa","sl","lin",13
2017-03-09,"Forsa","sl","afd",6
2017-03-07,"INSA","sl","cdu",36
2017-03-07,"INSA","sl","spd",33
2017-03-07,"INSA","sl","gru",4
2017-03-07,"INSA","sl","fdp",4
2017-03-07,"INSA","sl","lin",12
2017-03-07,"INSA","sl","afd",7
2017-01-26,"Infratestdimap","sl","cdu",38
2017-01-26,"Infratestdimap","sl","spd",26
2017-01-26,"Infratestdimap","sl","gru",5
2017-01-26,"Infratestdimap","sl","fdp",4
2017-01-26,"Infratestdimap","sl","lin",14
2017-01-26,"Infratestdimap","sl","afd",9
2017-01-13,"INSA","sl","cdu",35
2017-01-13,"INSA","sl","spd",24
2017-01-13,"INSA","sl","gru",6
2017-01-13,"INSA","sl","fdp",5
2017-01-13,"INSA","sl","lin",16
2017-01-13,"INSA","sl","afd",10
2016-11-15,"Forsa","sl","cdu",37
2016-11-15,"Forsa","sl","spd",26
2016-11-15,"Forsa","sl","gru",6
2016-11-15,"Forsa","sl","fdp",3
2016-11-15,"Forsa","sl","lin",15
2016-11-15,"Forsa","sl","afd",9
2016-05-11,"Infratestdimap","sl","cdu",34
2016-05-11,"Infratestdimap","sl","spd",29
2016-05-11,"Infratestdimap","sl","gru",7
2016-05-11,"Infratestdimap","sl","fdp",4
2016-05-11,"Infratestdimap","sl","lin",12
2016-05-11,"Infratestdimap","sl","afd",11
2015-03-31,"Infratestdimap","sl","cdu",40
2015-03-31,"Infratestdimap","sl","spd",33
2015-03-31,"Infratestdimap","sl","gru",6
2015-03-31,"Infratestdimap","sl","fdp",2
2015-03-31,"Infratestdimap","sl","lin",10
2015-03-31,"Infratestdimap","sl","afd",4
2015-03-31,"Infratestdimap","sl","pir",1
2014-05-14,"Infratestdimap","sl","cdu",37
2014-05-14,"Infratestdimap","sl","spd",34
2014-05-14,"Infratestdimap","sl","gru",5
2014-05-14,"Infratestdimap","sl","lin",13
2014-05-14,"Infratestdimap","sl","afd",5
2014-05-14,"Infratestdimap","sl","pir",2
2013-05-07,"Infratestdimap","sl","cdu",39
2013-05-07,"Infratestdimap","sl","spd",36
2013-05-07,"Infratestdimap","sl","gru",6
2013-05-07,"Infratestdimap","sl","fdp",2
2013-05-07,"Infratestdimap","sl","lin",10
2013-05-07,"Infratestdimap","sl","afd",3
2013-05-07,"Infratestdimap","sl","pir",2
2012-03-16,"Forschungs-gruppe Wahlen","sl","cdu",34
2012-03-16,"Forschungs-gruppe Wahlen","sl","spd",34
2012-03-16,"Forschungs-gruppe Wahlen","sl","gru",5
2012-03-16,"Forschungs-gruppe Wahlen","sl","fdp",2
2012-03-16,"Forschungs-gruppe Wahlen","sl","lin",15
2012-03-16,"Forschungs-gruppe Wahlen","sl","pir",6
2012-03-15,"Infratestdimap","sl","cdu",33
2012-03-15,"Infratestdimap","sl","spd",33
2012-03-15,"Infratestdimap","sl","gru",5
2012-03-15,"Infratestdimap","sl","fdp",3
2012-03-15,"Infratestdimap","sl","lin",16
2012-03-15,"Infratestdimap","sl","pir",6
2012-03-09,"Forsa","sl","cdu",35
2012-03-09,"Forsa","sl","spd",37
2012-03-09,"Forsa","sl","gru",4
2012-03-09,"Forsa","sl","fdp",1
2012-03-09,"Forsa","sl","lin",14
2012-03-09,"Forsa","sl","pir",5
2012-02-23,"Infratestdimap","sl","cdu",35
2012-02-23,"Infratestdimap","sl","spd",36
2012-02-23,"Infratestdimap","sl","gru",4
2012-02-23,"Infratestdimap","sl","fdp",2
2012-02-23,"Infratestdimap","sl","lin",15
2012-02-23,"Infratestdimap","sl","pir",5
2012-01-27,"Emnid","sl","cdu",36
2012-01-27,"Emnid","sl","spd",36
2012-01-27,"Emnid","sl","gru",5
2012-01-27,"Emnid","sl","fdp",2
2012-01-27,"Emnid","sl","lin",15
2012-01-27,"Emnid","sl","pir",4
2012-01-26,"Forschungs-gruppe Wahlen","sl","cdu",34
2012-01-26,"Forschungs-gruppe Wahlen","sl","spd",38
2012-01-26,"Forschungs-gruppe Wahlen","sl","gru",6
2012-01-26,"Forschungs-gruppe Wahlen","sl","fdp",2
2012-01-26,"Forschungs-gruppe Wahlen","sl","lin",13
2012-01-26,"Forschungs-gruppe Wahlen","sl","pir",5
2011-11-16,"Infratestdimap","sl","cdu",32
2011-11-16,"Infratestdimap","sl","spd",35
2011-11-16,"Infratestdimap","sl","gru",8
